CF61_00595	CF61_00595
HW42_02865	CF59_02870
HW42_02865	BU34_16125
HW42_02865	CF58_02820
HW42_02865	ECONIH1_25155
HW42_02865	CF57_27145
HW42_02865	CF60_02860
HW42_02865	HW42_02865
HW42_02870	CF61_27830
HW42_02870	CF59_02880
HW42_02870	BU34_16110
HW42_02870	CF58_02830
HW42_02870	ECONIH1_25160
HW42_02870	CF57_27130
HW42_02870	CF60_02870
HW42_02870	HW42_02870
HW42_02875	CF61_27815
HW42_02875	CF59_02895
HW42_02875	BU34_16095
HW42_02875	CF58_02845
HW42_02875	ECONIH1_25165
HW42_02875	CF57_27115
HW42_02875	CF60_02885
HW42_02875	HW42_02875
HW42_02880	CF61_27810
HW42_02880	CF59_02900
HW42_02880	BU34_16090
HW42_02880	CF58_02850
HW42_02880	ECONIH1_25170
HW42_02880	CF57_27110
HW42_02880	CF60_02890
HW42_02880	CF60_02895
HW42_02880	HW42_02880
HW42_02885	CF61_27805
HW42_02885	CF59_02905
HW42_02885	BU34_16085
HW42_02885	CF58_02855
HW42_02885	ECONIH1_25175
HW42_02885	CF57_27105
HW42_02885	CF60_02900
HW42_02885	HW42_02885
HW42_02890	CF61_27795
HW42_02890	CF59_02915
HW42_02890	BU34_16075
HW42_02890	CF58_02865
HW42_02890	ECONIH1_25180
HW42_02890	CF57_27095
HW42_02890	CF60_02910
HW42_02890	HW42_02890
HW42_02900	CF61_27780
HW42_02900	CF59_02935
HW42_02900	BU34_16060
HW42_02900	CF58_02885
HW42_02900	ECONIH1_25190
HW42_02900	CF57_27080
HW42_02900	CF60_02930
HW42_02900	HW42_02900
HW42_02905	CF61_27775
HW42_02905	CF59_02940
HW42_02905	BU34_16055
HW42_02905	CF58_02890
HW42_02905	ECONIH1_25195
HW42_02905	CF57_27075
HW42_02905	CF60_02935
HW42_02905	HW42_02905
HW42_02910	CF61_27760
HW42_02910	CF59_02955
HW42_02910	BU34_16040
HW42_02910	CF58_02905
HW42_02910	ECONIH1_25210
HW42_02910	CF57_27060
HW42_02910	CF60_02950
HW42_02910	HW42_02910
HW42_02915	CF61_27755
HW42_02915	CF59_02960
HW42_02915	BU34_16035
HW42_02915	CF58_02910
HW42_02915	ECONIH1_25215
HW42_02915	CF57_27055
HW42_02915	CF60_02955
HW42_02915	HW42_02915
HW42_02920	CF61_27750
HW42_02920	CF59_02965
HW42_02920	BU34_16030
HW42_02920	CF58_02915
HW42_02920	ECONIH1_25220
HW42_02920	CF57_27050
HW42_02920	CF60_02960
HW42_02920	HW42_02920
HW42_02930	CF61_27740
HW42_02930	CF59_02975
HW42_02930	BU34_16020
HW42_02930	CF58_02925
HW42_02930	ECONIH1_25225
HW42_02930	CF57_27040
HW42_02930	CF60_02970
HW42_02930	HW42_02930
HW42_02945	CF61_27725
HW42_02945	CF59_02990
HW42_02945	BU34_16005
HW42_02945	CF58_02940
HW42_02945	ECONIH1_25235
HW42_02945	CF57_27025
HW42_02945	CF60_02985
HW42_02945	HW42_02945
HW42_02950	CF61_27720
HW42_02950	CF59_02995
HW42_02950	BU34_16000
HW42_02950	CF58_02945
HW42_02950	ECONIH1_25240
HW42_02950	CF57_27020
HW42_02950	CF60_02990
HW42_02950	HW42_02950
HW42_02955	CF61_27715
HW42_02955	CF59_03000
HW42_02955	BU34_15995
HW42_02955	CF58_02950
HW42_02955	ECONIH1_25245
HW42_02955	CF57_27015
HW42_02955	CF60_02995
HW42_02955	HW42_02955
HW42_02960	CF61_27710
HW42_02960	CF59_03005
HW42_02960	BU34_15990
HW42_02960	CF58_02955
HW42_02960	ECONIH1_25250
HW42_02960	CF57_27010
HW42_02960	CF60_03000
HW42_02960	HW42_02960
HW42_02965	CF61_27705
HW42_02965	CF59_03010
HW42_02965	BU34_15985
HW42_02965	CF58_02960
HW42_02965	ECONIH1_25255
HW42_02965	CF57_27005
HW42_02965	HW42_02965
HW42_02970	CF61_27700
HW42_02970	CF59_03015
HW42_02970	BU34_15980
HW42_02970	CF58_02965
HW42_02970	ECONIH1_25260
HW42_02970	CF57_27000
HW42_02970	CF60_03010
HW42_02970	HW42_02970
HW42_02975	CF61_27685
HW42_02975	CF59_03020
HW42_02975	BU34_15965
HW42_02975	CF58_02970
HW42_02975	ECONIH1_25265
HW42_02975	CF57_26985
HW42_02975	CF60_03015
HW42_02975	HW42_02975
HW42_02980	CF61_27675
HW42_02980	CF59_03030
HW42_02980	BU34_15955
HW42_02980	CF58_02980
HW42_02980	ECONIH1_25270
HW42_02980	CF57_26975
HW42_02980	CF60_03025
HW42_02980	HW42_02980
HW42_02985	CF61_27670
HW42_02985	CF59_03035
HW42_02985	BU34_15950
HW42_02985	CF58_02985
HW42_02985	ECONIH1_25275
HW42_02985	CF57_26970
HW42_02985	CF60_03030
HW42_02985	HW42_02985
HW42_02990	CF61_27665
HW42_02990	CF59_03045
HW42_02990	BU34_15945
HW42_02990	ECONIH1_25280
HW42_02990	CF57_26965
HW42_02990	CF60_03040
HW42_02990	HW42_02990
HW42_02995	CF61_27660
HW42_02995	CF59_03050
HW42_02995	BU34_15940
HW42_02995	CF58_03000
HW42_02995	ECONIH1_25310
HW42_02995	CF57_26960
HW42_02995	CF60_03045
HW42_02995	HW42_02995
HW42_03010	HW42_03010
HW42_03015	CF59_22285
HW42_03015	CF59_29280
HW42_03015	CF58_22320
HW42_03015	CF58_29300
HW42_03015	CF60_21945
HW42_03015	CF60_28930
HW42_03015	HW42_03015
HW42_03020	CF59_22290
HW42_03020	CF59_29285
HW42_03020	CF58_22325
HW42_03020	CF58_29305
HW42_03020	CF60_21950
HW42_03020	CF60_28935
HW42_03020	HW42_03020
HW42_03025	CF59_22300
HW42_03025	CF59_29290
HW42_03025	CF58_22335
HW42_03025	CF58_29310
HW42_03025	CF60_21960
HW42_03025	CF60_28940
HW42_03025	HW42_03025
HW42_03035	CF59_29320
HW42_03035	CF58_22360
HW42_03035	CF58_29340
HW42_03035	CF60_21985
HW42_03035	CF60_22035
HW42_03035	CF60_28970
HW42_03035	HW42_03035
HW42_03040	CF59_22335
HW42_03040	CF59_22355
HW42_03040	CF58_22365
HW42_03040	CF60_21990
HW42_03040	HW42_03040
HW42_03045	CF59_22340
HW42_03045	CF59_22360
HW42_03045	CF59_29330
HW42_03045	CF58_22370
HW42_03045	CF58_29350
HW42_03045	CF60_21995
HW42_03045	CF60_22050
HW42_03045	CF60_31620
HW42_03045	HW42_03045
HW42_03065	CF59_22365
HW42_03065	CF59_29335
HW42_03065	CF58_22375
HW42_03065	CF58_29355
HW42_03065	CF60_22055
HW42_03065	CF60_31625
HW42_03065	HW42_03065
HW42_03070	CF59_29340
HW42_03070	CF58_29360
HW42_03070	CF60_22015
HW42_03070	CF60_22060
HW42_03070	CF60_28990
HW42_03070	CF60_31630
HW42_03070	HW42_03070
HW42_03075	HW42_03075
HW42_03085	HW42_03085
HW42_03090	HW42_03090
HW42_03095	HW42_03095
HW42_03100	HW42_03100
HW42_03105	HW42_03105
HW42_03110	HW42_03110
HW42_03115	CF59_03185
HW42_03115	CF58_03135
HW42_03115	CF60_03180
HW42_03115	HW42_03115
HW42_03125	CF59_03210
HW42_03125	CF58_03160
HW42_03125	ECONIH1_25795
HW42_03125	CF60_03205
HW42_03125	HW42_03125
HW42_03130	CF59_03215
HW42_03130	CF58_03165
HW42_03130	ECONIH1_25800
HW42_03130	CF60_03210
HW42_03130	HW42_03130
HW42_03145	CF59_03245
HW42_03145	CF59_03260
HW42_03145	CF58_03195
HW42_03145	CF58_03210
HW42_03145	ECONIH1_25815
HW42_03145	ECONIH1_25820
HW42_03145	CF60_03240
HW42_03145	CF60_03255
HW42_03145	HW42_03140
HW42_03145	HW42_03145
HW42_03155	CF59_03280
HW42_03155	CF58_03230
HW42_03155	ECONIH1_25835
HW42_03155	CF60_03275
HW42_03155	HW42_03155
HW42_03170	CF59_03300
HW42_03170	CF58_03250
HW42_03170	ECONIH1_25850
HW42_03170	CF60_03295
HW42_03170	HW42_03170
HW42_03180	CF61_27515
HW42_03180	CF59_03310
HW42_03180	BU34_09190
HW42_03180	CF58_03260
HW42_03180	ECONIH1_25860
HW42_03180	CF57_25595
HW42_03180	CF60_03305
HW42_03180	HW42_03180
HW42_03185	CF61_27505
HW42_03185	CF59_03320
HW42_03185	BU34_09180
HW42_03185	CF58_03270
HW42_03185	ECONIH1_25865
HW42_03185	CF57_25585
HW42_03185	CF60_03315
HW42_03185	HW42_03185
HW42_03190	CF61_27490
HW42_03190	CF59_03335
HW42_03190	BU34_09165
HW42_03190	CF58_03285
HW42_03190	ECONIH1_25875
HW42_03190	CF57_25570
HW42_03190	CF60_03330
HW42_03190	HW42_03190
HW42_03200	CF61_27480
HW42_03200	BU34_09155
HW42_03200	ECONIH1_25885
HW42_03200	CF57_25560
HW42_03200	HW42_03200
HW42_03205	CF61_27475
HW42_03205	CF59_03350
HW42_03205	BU34_09150
HW42_03205	CF58_03300
HW42_03205	ECONIH1_25890
HW42_03205	CF57_25555
HW42_03205	CF60_03345
HW42_03205	HW42_03205
HW42_03210	CF61_27470
HW42_03210	CF59_03355
HW42_03210	BU34_09145
HW42_03210	CF58_03305
HW42_03210	ECONIH1_25895
HW42_03210	CF57_25550
HW42_03210	CF60_03350
HW42_03210	HW42_03210
HW42_03215	CF61_27460
HW42_03215	CF59_03365
HW42_03215	BU34_09135
HW42_03215	CF58_03315
HW42_03215	CF57_25540
HW42_03215	CF60_03360
HW42_03215	HW42_03215
HW42_03220	CF61_27445
HW42_03220	CF59_03380
HW42_03220	BU34_09120
HW42_03220	CF58_03330
HW42_03220	ECONIH1_25910
HW42_03220	CF57_25525
HW42_03220	CF60_03375
HW42_03220	HW42_03220
HW42_03225	CF61_27440
HW42_03225	CF59_03385
HW42_03225	BU34_09115
HW42_03225	CF58_03335
HW42_03225	ECONIH1_11685
HW42_03225	ECONIH1_25915
HW42_03225	CF57_25520
HW42_03225	CF60_03380
HW42_03225	HW42_03225
HW42_03230	CF61_27435
HW42_03230	CF59_03390
HW42_03230	BU34_09110
HW42_03230	CF58_03340
HW42_03230	ECONIH1_25920
HW42_03230	CF57_25515
HW42_03230	CF60_03385
HW42_03230	HW42_03230
HW42_03235	CF61_27430
HW42_03235	CF59_03395
HW42_03235	BU34_09105
HW42_03235	CF58_03345
HW42_03235	ECONIH1_25925
HW42_03235	CF57_25510
HW42_03235	CF60_03390
HW42_03235	HW42_03235
HW42_03240	CF61_27425
HW42_03240	CF59_03400
HW42_03240	BU34_09100
HW42_03240	CF58_03350
HW42_03240	ECONIH1_25930
HW42_03240	CF57_25505
HW42_03240	CF60_03395
HW42_03240	HW42_03240
HW42_03245	CF61_27415
HW42_03245	CF59_03415
HW42_03245	BU34_09090
HW42_03245	CF58_03365
HW42_03245	ECONIH1_25935
HW42_03245	CF57_25495
HW42_03245	CF60_03410
HW42_03245	HW42_03245
HW42_03250	CF61_27410
HW42_03250	CF59_03440
HW42_03250	BU34_09085
HW42_03250	CF58_03390
HW42_03250	ECONIH1_25940
HW42_03250	CF57_25490
HW42_03250	CF60_03435
HW42_03250	HW42_03250
HW42_03255	CF61_27405
HW42_03255	CF59_03445
HW42_03255	BU34_09080
HW42_03255	CF58_03395
HW42_03255	ECONIH1_25945
HW42_03255	CF57_25485
HW42_03255	CF60_03440
HW42_03255	HW42_03255
HW42_03260	CF61_27400
HW42_03260	CF59_03460
HW42_03260	BU34_09075
HW42_03260	CF58_03410
HW42_03260	ECONIH1_25950
HW42_03260	CF57_25480
HW42_03260	CF60_03455
HW42_03260	HW42_03260
HW42_03265	CF61_27395
HW42_03265	CF59_03465
HW42_03265	BU34_09070
HW42_03265	CF58_03415
HW42_03265	ECONIH1_25955
HW42_03265	CF57_25475
HW42_03265	CF60_03460
HW42_03265	HW42_03265
HW42_03270	CF61_27390
HW42_03270	CF59_03470
HW42_03270	BU34_09065
HW42_03270	CF58_03420
HW42_03270	ECONIH1_25960
HW42_03270	CF57_25470
HW42_03270	CF60_03465
HW42_03270	HW42_03270
HW42_03275	CF61_27380
HW42_03275	CF59_03475
HW42_03275	BU34_09055
HW42_03275	CF58_03425
HW42_03275	ECONIH1_25965
HW42_03275	CF57_25460
HW42_03275	HW42_03275
HW42_03280	CF61_27375
HW42_03280	CF59_03480
HW42_03280	BU34_09050
HW42_03280	CF58_03430
HW42_03280	ECONIH1_25970
HW42_03280	CF57_25455
HW42_03280	CF60_03475
HW42_03280	HW42_03280
HW42_03290	CF59_03500
HW42_03290	CF58_03450
HW42_03290	ECONIH1_25980
HW42_03290	CF60_03495
HW42_03290	HW42_03290
HW42_03300	HW42_03300
HW42_03305	CF61_27365
HW42_03305	CF59_03560
HW42_03305	BU34_09040
HW42_03305	CF58_03510
HW42_03305	ECONIH1_26035
HW42_03305	CF57_25445
HW42_03305	CF60_03555
HW42_03305	HW42_03305
HW42_03320	CF61_18525
HW42_03320	CF61_27345
HW42_03320	CF59_03580
HW42_03320	CF59_10825
HW42_03320	BU34_01395
HW42_03320	BU34_09020
HW42_03320	CF58_03530
HW42_03320	CF58_10780
HW42_03320	ECONIH1_06275
HW42_03320	ECONIH1_26055
HW42_03320	CF57_17800
HW42_03320	CF57_25425
HW42_03320	CF60_03575
HW42_03320	CF60_10965
HW42_03320	HW42_03320
HW42_03320	HW42_09310
HW42_03325	CF61_27340
HW42_03325	CF59_03585
HW42_03325	BU34_09015
HW42_03325	CF58_03535
HW42_03325	ECONIH1_26060
HW42_03325	CF57_25420
HW42_03325	CF60_03580
HW42_03325	HW42_03325
HW42_03330	CF61_27335
HW42_03330	CF59_03595
HW42_03330	BU34_09010
HW42_03330	CF58_03545
HW42_03330	ECONIH1_26065
HW42_03330	CF57_25415
HW42_03330	CF60_03590
HW42_03330	HW42_03330
HW42_03335	CF61_27330
HW42_03335	CF59_03600
HW42_03335	BU34_09005
HW42_03335	CF58_03550
HW42_03335	ECONIH1_26070
HW42_03335	CF57_25410
HW42_03335	CF60_03595
HW42_03335	HW42_03335
HW42_03345	CF61_27315
HW42_03345	CF59_03610
HW42_03345	BU34_08990
HW42_03345	CF58_03560
HW42_03345	ECONIH1_26080
HW42_03345	CF57_25395
HW42_03345	CF60_03605
HW42_03345	HW42_03345
HW42_03350	CF61_27310
HW42_03350	CF59_03615
HW42_03350	BU34_08985
HW42_03350	CF58_03565
HW42_03350	ECONIH1_26085
HW42_03350	CF57_25390
HW42_03350	CF60_03610
HW42_03350	HW42_03350
HW42_03355	CF61_27305
HW42_03355	CF59_03620
HW42_03355	BU34_08980
HW42_03355	CF58_03570
HW42_03355	ECONIH1_26090
HW42_03355	CF57_25385
HW42_03355	CF60_03615
HW42_03355	HW42_03355
HW42_03360	CF61_27300
HW42_03360	CF59_03625
HW42_03360	BU34_08975
HW42_03360	CF58_03575
HW42_03360	ECONIH1_26095
HW42_03360	CF57_25380
HW42_03360	CF60_03620
HW42_03360	HW42_03360
HW42_03365	CF61_27295
HW42_03365	CF59_03630
HW42_03365	BU34_08970
HW42_03365	CF58_03580
HW42_03365	ECONIH1_26100
HW42_03365	CF57_25375
HW42_03365	CF60_03625
HW42_03365	HW42_03365
HW42_03370	CF61_27285
HW42_03370	CF59_03640
HW42_03370	BU34_08960
HW42_03370	CF58_03590
HW42_03370	ECONIH1_26105
HW42_03370	CF57_25365
HW42_03370	CF60_03635
HW42_03370	HW42_03370
HW42_03385	CF61_27265
HW42_03385	CF59_03660
HW42_03385	BU34_08940
HW42_03385	CF58_03610
HW42_03385	ECONIH1_26120
HW42_03385	CF57_25345
HW42_03385	CF60_03655
HW42_03385	HW42_03385
HW42_03390	CF61_27255
HW42_03390	CF59_03670
HW42_03390	BU34_08930
HW42_03390	CF58_03620
HW42_03390	ECONIH1_17930
HW42_03390	ECONIH1_26125
HW42_03390	CF57_25335
HW42_03390	CF60_03665
HW42_03390	HW42_03390
HW42_03395	CF61_27250
HW42_03395	CF59_03675
HW42_03395	BU34_08925
HW42_03395	CF58_03625
HW42_03395	ECONIH1_26130
HW42_03395	CF57_25330
HW42_03395	CF60_03670
HW42_03395	HW42_03395
HW42_03400	CF61_27245
HW42_03400	CF59_03680
HW42_03400	BU34_08920
HW42_03400	CF58_03630
HW42_03400	ECONIH1_26135
HW42_03400	CF57_25325
HW42_03400	CF60_03675
HW42_03400	HW42_03400
HW42_03410	CF61_27235
HW42_03410	CF59_03690
HW42_03410	BU34_08910
HW42_03410	CF58_03640
HW42_03410	ECONIH1_26145
HW42_03410	CF57_25315
HW42_03410	CF60_03685
HW42_03410	HW42_03410
HW42_03415	CF61_27230
HW42_03415	CF59_03695
HW42_03415	BU34_08905
HW42_03415	CF58_03645
HW42_03415	ECONIH1_26150
HW42_03415	CF57_25310
HW42_03415	CF60_03690
HW42_03415	HW42_03415
HW42_03420	CF61_27225
HW42_03420	CF59_03700
HW42_03420	BU34_08900
HW42_03420	CF58_03650
HW42_03420	ECONIH1_26155
HW42_03420	CF57_25305
HW42_03420	CF60_03695
HW42_03420	HW42_03420
HW42_03425	CF61_27205
HW42_03425	CF59_03720
HW42_03425	BU34_08880
HW42_03425	CF58_03670
HW42_03425	ECONIH1_26160
HW42_03425	CF57_25285
HW42_03425	CF60_03715
HW42_03425	HW42_03425
HW42_03430	CF61_27200
HW42_03430	CF59_03725
HW42_03430	BU34_08875
HW42_03430	CF58_03675
HW42_03430	ECONIH1_26165
HW42_03430	CF57_25280
HW42_03430	CF60_03720
HW42_03430	HW42_03430
HW42_03435	CF61_00700
HW42_03435	CF61_27195
HW42_03435	CF59_03730
HW42_03435	BU34_08870
HW42_03435	CF58_03680
HW42_03435	ECONIH1_26170
HW42_03435	CF57_25275
HW42_03435	CF60_03725
HW42_03435	HW42_03435
HW42_03440	CF61_00690
HW42_03440	CF61_00705
HW42_03440	CF61_27190
HW42_03440	CF59_03735
HW42_03440	BU34_08865
HW42_03440	CF58_03685
HW42_03440	ECONIH1_26175
HW42_03440	CF57_25270
HW42_03440	CF60_03730
HW42_03440	HW42_03440
HW42_03460	CF61_00660
HW42_03460	CF61_27170
HW42_03460	CF59_03765
HW42_03460	BU34_08835
HW42_03460	CF58_03715
HW42_03460	ECONIH1_26200
HW42_03460	CF57_25240
HW42_03460	CF60_03760
HW42_03460	HW42_03460
HW42_03465	CF61_00655
HW42_03465	CF61_27165
HW42_03465	CF59_03770
HW42_03465	BU34_08830
HW42_03465	CF58_03720
HW42_03465	ECONIH1_26205
HW42_03465	CF57_25235
HW42_03465	CF60_03765
HW42_03465	HW42_03465
HW42_03470	CF61_00650
HW42_03470	CF61_27160
HW42_03470	CF59_03775
HW42_03470	BU34_08825
HW42_03470	CF58_03725
HW42_03470	ECONIH1_26210
HW42_03470	CF57_25230
HW42_03470	CF60_03770
HW42_03470	HW42_03470
HW42_03475	CF61_00645
HW42_03475	CF61_27155
HW42_03475	CF59_03780
HW42_03475	BU34_08820
HW42_03475	CF58_03730
HW42_03475	ECONIH1_26215
HW42_03475	CF57_25225
HW42_03475	CF60_03775
HW42_03475	HW42_03475
HW42_03480	CF61_00635
HW42_03480	CF61_27135
HW42_03480	CF61_27145
HW42_03480	CF59_03790
HW42_03480	BU34_08810
HW42_03480	CF58_03740
HW42_03480	ECONIH1_26220
HW42_03480	CF57_25215
HW42_03480	CF60_03785
HW42_03480	HW42_03480
HW42_03485	CF61_00630
HW42_03485	CF59_03795
HW42_03485	BU34_08805
HW42_03485	CF58_03745
HW42_03485	ECONIH1_26225
HW42_03485	CF57_25210
HW42_03485	CF60_03790
HW42_03485	HW42_03485
HW42_03495	CF61_00615
HW42_03495	CF61_00620
HW42_03495	CF61_25860
HW42_03495	CF59_03805
HW42_03495	BU34_08795
HW42_03495	CF58_03755
HW42_03495	ECONIH1_26235
HW42_03495	CF57_25200
HW42_03495	CF60_03800
HW42_03495	HW42_03495
HW42_03500	CF61_00600
HW42_03500	CF61_25855
HW42_03500	CF59_03810
HW42_03500	BU34_08790
HW42_03500	CF58_03760
HW42_03500	ECONIH1_26240
HW42_03500	CF57_25195
HW42_03500	CF60_03805
HW42_03500	HW42_03500
HW42_03505	CF61_25840
HW42_03505	CF59_03815
HW42_03505	BU34_08770
HW42_03505	CF58_03765
HW42_03505	ECONIH1_26245
HW42_03505	CF57_25175
HW42_03505	CF60_03810
HW42_03505	HW42_03505
HW42_03510	CF61_25835
HW42_03510	CF59_03820
HW42_03510	BU34_08765
HW42_03510	CF58_03770
HW42_03510	CF57_25170
HW42_03510	CF60_03815
HW42_03510	HW42_03510
HW42_03520	CF61_25825
HW42_03520	CF59_03830
HW42_03520	BU34_08755
HW42_03520	CF58_03780
HW42_03520	ECONIH1_26260
HW42_03520	CF57_25160
HW42_03520	CF60_03825
HW42_03520	HW42_03520
HW42_03525	CF61_25815
HW42_03525	CF59_03835
HW42_03525	BU34_08745
HW42_03525	CF58_03785
HW42_03525	ECONIH1_26265
HW42_03525	CF57_25150
HW42_03525	CF60_03830
HW42_03525	HW42_03525
HW42_03530	CF61_25810
HW42_03530	CF59_03840
HW42_03530	BU34_08740
HW42_03530	CF58_03790
HW42_03530	ECONIH1_26270
HW42_03530	CF57_25145
HW42_03530	CF60_03835
HW42_03530	HW42_03530
HW42_03535	CF61_25805
HW42_03535	CF59_03845
HW42_03535	BU34_08735
HW42_03535	CF58_03795
HW42_03535	ECONIH1_26275
HW42_03535	CF57_25140
HW42_03535	CF60_03840
HW42_03535	HW42_03535
HW42_03545	CF61_25790
HW42_03545	CF59_03860
HW42_03545	BU34_08720
HW42_03545	CF58_03810
HW42_03545	ECONIH1_26285
HW42_03545	CF57_25125
HW42_03545	CF60_03855
HW42_03545	HW42_03545
HW42_03550	CF61_25785
HW42_03550	CF59_03865
HW42_03550	BU34_08715
HW42_03550	CF58_03815
HW42_03550	ECONIH1_26290
HW42_03550	CF57_25120
HW42_03550	CF60_03860
HW42_03550	HW42_03550
HW42_03555	CF61_25780
HW42_03555	CF59_03870
HW42_03555	BU34_08710
HW42_03555	CF58_03820
HW42_03555	ECONIH1_26295
HW42_03555	CF57_25115
HW42_03555	CF60_03865
HW42_03555	HW42_03555
HW42_03560	CF61_25775
HW42_03560	CF59_03875
HW42_03560	BU34_08705
HW42_03560	CF58_03825
HW42_03560	ECONIH1_26300
HW42_03560	CF57_25110
HW42_03560	CF60_03870
HW42_03560	HW42_03560
HW42_03565	CF61_25770
HW42_03565	CF59_03880
HW42_03565	BU34_08700
HW42_03565	CF58_03830
HW42_03565	ECONIH1_26305
HW42_03565	CF57_25105
HW42_03565	CF60_03875
HW42_03565	HW42_03565
HW42_03570	CF61_25755
HW42_03570	CF59_03930
HW42_03570	BU34_08685
HW42_03570	CF58_03880
HW42_03570	ECONIH1_26320
HW42_03570	CF57_25090
HW42_03570	CF60_03925
HW42_03570	HW42_03570
HW42_03575	CF61_25740
HW42_03575	CF59_03940
HW42_03575	BU34_08670
HW42_03575	CF58_03890
HW42_03575	ECONIH1_26325
HW42_03575	CF57_25075
HW42_03575	CF60_03935
HW42_03575	HW42_03575
HW42_03580	CF61_25735
HW42_03580	CF59_03945
HW42_03580	BU34_08665
HW42_03580	CF58_03895
HW42_03580	ECONIH1_26330
HW42_03580	CF57_25070
HW42_03580	CF60_03940
HW42_03580	HW42_03580
HW42_03585	CF61_25725
HW42_03585	CF59_03950
HW42_03585	BU34_08655
HW42_03585	CF58_03900
HW42_03585	ECONIH1_26335
HW42_03585	CF57_25060
HW42_03585	CF60_03945
HW42_03585	HW42_03585
HW42_03590	CF61_25720
HW42_03590	CF59_03955
HW42_03590	BU34_08650
HW42_03590	CF58_03905
HW42_03590	ECONIH1_26340
HW42_03590	CF57_25055
HW42_03590	CF60_03950
HW42_03590	HW42_03590
HW42_03595	CF61_15195
HW42_03595	CF61_25715
HW42_03595	CF61_29090
HW42_03595	CF59_01690
HW42_03595	CF59_03960
HW42_03595	CF59_15110
HW42_03595	BU34_08645
HW42_03595	BU34_17370
HW42_03595	BU34_25990
HW42_03595	CF58_01640
HW42_03595	CF58_03910
HW42_03595	CF58_15145
HW42_03595	ECONIH1_08855
HW42_03595	ECONIH1_24260
HW42_03595	ECONIH1_26345
HW42_03595	CF57_14470
HW42_03595	CF57_25050
HW42_03595	CF57_28390
HW42_03595	CF60_01675
HW42_03595	CF60_03955
HW42_03595	CF60_14835
HW42_03595	HW42_01905
HW42_03595	HW42_03595
HW42_03595	HW42_11995
HW42_03600	CF61_25705
HW42_03600	CF59_03970
HW42_03600	BU34_08635
HW42_03600	CF58_03920
HW42_03600	ECONIH1_26350
HW42_03600	CF57_25040
HW42_03600	CF60_03965
HW42_03600	HW42_03600
HW42_03605	CF61_25700
HW42_03605	CF59_03975
HW42_03605	BU34_08630
HW42_03605	CF58_03925
HW42_03605	ECONIH1_26355
HW42_03605	CF57_25035
HW42_03605	CF60_03970
HW42_03605	HW42_03605
HW42_03610	CF61_25695
HW42_03610	BU34_08625
HW42_03610	CF58_03930
HW42_03610	ECONIH1_26360
HW42_03610	CF57_25030
HW42_03610	CF60_03975
HW42_03610	HW42_03610
HW42_03615	CF61_25685
HW42_03615	CF59_03985
HW42_03615	BU34_08615
HW42_03615	CF58_03935
HW42_03615	ECONIH1_26365
HW42_03615	CF57_25020
HW42_03615	CF60_03980
HW42_03615	HW42_03615
HW42_03620	CF61_18620
HW42_03620	CF61_25680
HW42_03620	CF59_03990
HW42_03620	CF59_10740
HW42_03620	BU34_01490
HW42_03620	BU34_08610
HW42_03620	CF58_03940
HW42_03620	CF58_10695
HW42_03620	ECONIH1_06210
HW42_03620	ECONIH1_26370
HW42_03620	CF57_17895
HW42_03620	CF57_25010
HW42_03620	CF60_03985
HW42_03620	CF60_10880
HW42_03620	HW42_03620
HW42_03620	HW42_09245
HW42_03625	CF61_25665
HW42_03625	CF59_04005
HW42_03625	BU34_08595
HW42_03625	CF58_03955
HW42_03625	ECONIH1_26380
HW42_03625	CF57_24995
HW42_03625	CF60_04000
HW42_03625	HW42_03625
HW42_03630	CF61_25650
HW42_03630	CF59_04020
HW42_03630	BU34_08580
HW42_03630	CF58_03970
HW42_03630	ECONIH1_00010
HW42_03630	CF57_24980
HW42_03630	CF60_04015
HW42_03630	HW42_03630
HW42_03635	CF61_25645
HW42_03635	CF59_04025
HW42_03635	BU34_08575
HW42_03635	CF58_03975
HW42_03635	ECONIH1_00015
HW42_03635	CF57_24975
HW42_03635	CF60_04020
HW42_03635	HW42_03635
HW42_03640	CF61_25640
HW42_03640	CF59_04030
HW42_03640	BU34_08570
HW42_03640	CF58_03980
HW42_03640	ECONIH1_00020
HW42_03640	CF57_24970
HW42_03640	CF60_04025
HW42_03640	HW42_03640
HW42_03655	CF61_25620
HW42_03655	CF59_04045
HW42_03655	BU34_08550
HW42_03655	CF58_03995
HW42_03655	ECONIH1_00035
HW42_03655	CF57_24950
HW42_03655	CF60_04040
HW42_03655	HW42_03655
HW42_03660	CF61_25615
HW42_03660	CF59_04050
HW42_03660	BU34_08545
HW42_03660	CF58_04000
HW42_03660	ECONIH1_00040
HW42_03660	CF57_24945
HW42_03660	CF60_04045
HW42_03660	HW42_03660
HW42_03670	CF61_25600
HW42_03670	CF59_04065
HW42_03670	BU34_08530
HW42_03670	CF58_04015
HW42_03670	ECONIH1_00050
HW42_03670	CF57_24930
HW42_03670	CF60_04060
HW42_03670	HW42_03670
HW42_03675	CF61_25595
HW42_03675	CF59_04070
HW42_03675	BU34_08525
HW42_03675	CF58_04020
HW42_03675	ECONIH1_00055
HW42_03675	CF57_24925
HW42_03675	CF60_04065
HW42_03675	HW42_03675
HW42_03680	CF61_25585
HW42_03680	CF59_04080
HW42_03680	BU34_08515
HW42_03680	CF58_04030
HW42_03680	ECONIH1_00060
HW42_03680	CF57_24915
HW42_03680	CF60_04075
HW42_03680	HW42_03680
HW42_03685	CF61_25580
